0,1,2,3,4,5,6,7
DHT,10,Công tác xã hội,15.50,Đại học,"C19,D01,D14",,2016
DHT,11,Hán - Nôm,15.00,Đại học,"C00,C19,D14",,2016
DHT,12,Hóa học,15.00,Đại học,"A00,B00,D01,D07",,2016
DHT,13,Khoa học môi trường,15.00,Đại học,"A00,B00,D07,D15",,2016
DHT,14,Kỹ thuật trắc địa – bản đồ,15.00,Đại học,"A00,B00,D01,D10",,2016
DHT,15,Xã hội học,15.00,Đại học,"C00,C19,D01,D14",,2016
DHT,16,Hán - Nôm,15.00,Đại học,"C00,C19,D01,D14",,2016
DHT,17,Kỹ thuật địa chất,15.00,Đại học,"A00,B00,D01,D07",,2016
DHT,18,Xã hội học,15.00,Đại học,"C00,D01,D14,D15",,2016
DHT,1,Báo chí,18.00,Đại học,"C00,D01,D15",,2017
DHT,2,Triết học,16.50,Đại học,"A00,C19,D01,D66",,2017
DHT,3,Triết học,16.50,Đại học,"A08,C19,D01,D66",,2017
DHT,4,Khoa học môi trường,15.50,Đại học,"A00,B00,D07,D15",,2017
DHT,5,Công nghệ thông tin,15.00,Đại học,"A00,A01,D01,D07",,2017
DHT,6,Công tác xã hội,15.00,Đại học,"C00,C19,D01,D14",,2017
DHT,7,Công nghệ sinh học,15.00,Đại học,"A00,B00,D01,D08",,2017
DHT,8,Công tác xã hội,15.00,Đại học,"C19,D01,D14",,2017
DHT,9,Điện tử - viễn thông,14.25,Đại học,"A00,A01,D07",,2017
DHT,10,Đông phương học,14.25,Đại học,"C00,C19,D01,D14",,2017
DHT,11,Hán - Nôm,14.25,Đại học,"C00,C19,D14",,2017
DHT,12,Hóa học,14.25,Đại học,"A00,B00,D01,D07",,2017
DHT,13,Kỹ thuật trắc địa – bản đồ,14.25,Đại học,"A00,B00,D01,D10",,2017
DHT,14,Lịch sử,14.25,Đại học,"C00,C19,D01,D14",,2017
DHT,15,Văn học,14.25,Đại học,"C00,C19,D14",,2017
DHT,16,Xã hội học,14.25,Đại học,"C00,C19,D01,D14",,2017
DHT,17,ĐH Toán ứng dụng,14.25,Đại học,"A00,A01,D01",,2017
DHT,18,Điện tử - viễn thông,14.25,Đại học,"A00,A01,D01,D07",,2017
DHT,19,Hán - Nôm,14.25,Đại học,"C00,C19,D01,D14",,2017
DHT,20,Kỹ thuật địa chất,14.25,Đại học,"A00,B00,D01,D07",,2017
DHT,1,Báo chí,13.75,Đại học,"C00,D01,D15",,2018
DHT,2,Công nghệ thông tin,13.50,Đại học,"A00,A01,D01,D07",,2018
DHT,3,Công tác xã hội,13.00,Đại học,"C00,C19,D01,D14",,2018
DHT,4,Công nghệ sinh học,13.00,Đại học,"A00,B00,D01,D08",,2018
DHT,5,Điện tử - viễn thông,13.00,Đại học,"A00,A01,D07",,2018
DHT,6,Đông phương học,13.00,Đại học,"C00,C19,D01,D14",,2018
DHT,7,Hán - Nôm,13.00,Đại học,"C00,C19,D14",,2018
DHT,8,Hóa học,13.00,Đại học,"A00,B00,D01,D07",,2018
DHT,9,Khoa học môi trường,13.00,Đại học,"A00,B00,D07,D15",,2018
DHT,10,Kiến trúc,13.00,Đại học,"V00,V01,V02",,2018
DHT,11,Kỹ thuật trắc địa – bản đồ,13.00,Đại học,"A00,B00,D01,D10",,2018
DHT,12,Lịch sử,13.00,Đại học,"C00,C19,D01,D14",,2018
DHT,13,Quản lý tài nguyên và môi trường,13.00,Đại học,"B00,C04,D01,D10",,2018
DHT,14,Triết học,13.00,Đại học,"A00,C19,D01,D66",,2018
DHT,15,Văn học,13.00,Đại học,"C00,C19,D14",,2018
DHT,16,Xã hội học,13.00,Đại học,"C00,C19,D01,D14",,2018
DHT,17,Công tác xã hội,13.00,Đại học,"C19,D01,D14",,2018
DHT,18,ĐH Toán ứng dụng,13.00,Đại học,"A00,A01,D01",,2018
DHT,19,Điện tử - viễn thông,13.00,Đại học,"A00,A01,D01,D07",,2018
DHT,20,Hán - Nôm,13.00,Đại học,"C00,C19,D01,D14",,2018
DHT,1,Kiến trúc,15.00,Đại học,"V00,V01,V02",,2019
DHT,2,Công nghệ sinh học,14.00,Đại học,"A00,B00,D01,D08",,2019
DHT,3,Khoa học môi trường,14.00,Đại học,"A00,B00,D07,D15",,2019
DHT,4,Triết học,14.00,Đại học,"A00,C19,D01,D66",,2019
DHT,5,Kỹ thuật địa chất,14.00,Đại học,"A00,B00,D01,D07",,2019
DHT,6,Kỹ thuật sinh học,14.00,Đại học,"A00,B00,D01,D08",,2019
DHT,7,Ngành Kỹ thuật môi trường,14.00,Đại học,"A00,B00,D07,D15",,2019
DHT,8,Triết học,14.00,Đại học,"A08,C19,D01,D66",,2019
DHT,9,Báo chí,13.50,Đại học,"C00,D01,D15",,2019
DHT,10,Công nghệ thông tin,13.50,Đại học,"A00,A01,D01,D07",,2019
DHT,11,Lịch sử,13.50,Đại học,"C00,C19,D01,D14",,2019
DHT,12,Công tác xã hội,13.25,Đại học,"C00,C19,D01,D14",,2019
DHT,13,Công nghệ kỹ thuật hoá học,13.25,Đại học,"A00,B00,D01,D07",,2019
DHT,14,Hán - Nôm,13.25,Đại học,"C00,C19,D14",,2019
DHT,15,Hóa học,13.25,Đại học,"A00,B00,D01,D07",,2019
DHT,16,Quản lý nhà nước,13.25,Đại học,"C14,C19,D01,D66",,2019
DHT,17,Văn học,13.25,Đại học,"C00,C19,D14",,2019
DHT,18,Xã hội học,13.25,Đại học,"C00,C19,D01,D14",,2019
DHT,19,Công tác xã hội,13.25,Đại học,"C19,D01,D14",,2019
DHT,20,Hán - Nôm,13.25,Đại học,"C00,C19,D01,D14",,2019
DHT,1,Công nghệ thông tin,17.00,Đại học,"A00,A01,D01,D07",,2020
DHT,2,Quản trị và phân tích dữ liệu,17.00,Đại học,"A00,A01,D01",,2020
DHT,3,Báo chí,16.00,Đại học,"C00,D01,D15",,2020
DHT,4,Công tác xã hội,16.00,Đại học,"C00,C19,D01,D14",,2020
DHT,5,Công nghệ kỹ thuật hoá học,16.00,Đại học,"A00,B00,D01,D07",,2020
DHT,6,Hóa học,16.00,Đại học,"A00,B00,D01,D07",,2020
DHT,7,Khoa học môi trường,16.00,Đại học,"A00,B00,D07,D15",,2020
DHT,8,Kỹ thuật phần mềm,16.00,Đại học,"A00,A01,D01,D07",,2020
DHT,9,Quản lý nhà nước,16.00,Đại học,"C14,C19,D01,D66",,2020
DHT,10,Triết học,16.00,Đại học,"A00,C19,D01,D66",,2020
DHT,11,Công tác xã hội,16.00,Đại học,"C19,D01,D14",,2020
DHT,12,Ngành Kỹ thuật môi trường,16.00,Đại học,"A00,B00,D07,D15",,2020
DHT,13,Quản lý nhà nước,16.00,Đại học,"A00,C14,C19,D01",,2020
DHT,14,Triết học,16.00,Đại học,"A08,C19,D01,D66",,2020
DHT,15,Hán - Nôm,15.75,Đại học,"C00,C19,D14",,2020
DHT,16,Văn học,15.75,Đại học,"C00,C19,D14",,2020
DHT,17,Xã hội học,15.75,Đại học,"C00,C19,D01,D14",,2020
DHT,18,Hán - Nôm,15.75,Đại học,"C00,C19,D01,D14",,2020
DHT,19,Văn học,15.75,Đại học,"C00,C19,D01,D14",,2020
DHT,20,Xã hội học,15.75,Đại học,"C00,D01,D14,D15",,2020
DHT,1,Công nghệ thông tin,17.00,Đại học,"A00,A01,D01,D07",,2021
DHT,2,Báo chí,16.50,Đại học,"C00,D01,D15",,2021
DHT,3,Kiến trúc,16.50,Đại học,"V00,V01,V02",,2021
DHT,4,Kỹ thuật phần mềm,16.50,Đại học,"A00,A01,D01,D07",,2021
DHT,5,Công nghệ sinh học,16.00,Đại học,"A00,B00,D01,D08",,2021
DHT,6,Quản trị và phân tích dữ liệu,16.00,Đại học,"A00,A01,D01",,2021
DHT,7,ĐH Toán ứng dụng,16.00,Đại học,"A00,A01,D01",,2021
DHT,8,Kỹ thuật sinh học,16.00,Đại học,"A00,B00,D01,D08",,2021
DHT,9,Lịch sử,15.50,Đại học,"C00,C19,D01,D14",,2021
DHT,10,Điện tử - viễn thông,15.25,Đại học,"A00,A01,D07",,2021
DHT,11,Đông phương học,15.25,Đại học,"C00,C19,D01,D14",,2021
DHT,12,Khoa học môi trường,15.25,Đại học,"A00,B00,D07,D15",,2021
DHT,13,Quản lý tài nguyên và môi trường,15.25,Đại học,"B00,C04,D01,D10",,2021
DHT,14,Điện tử - viễn thông,15.25,Đại học,"A00,A01,D01,D07",,2021
DHT,15,Kỹ thuật địa chất,15.25,Đại học,"A00,B00,D01,D07",,2021
DHT,16,Ngành Kỹ thuật môi trường,15.25,Đại học,"A00,B00,D07,D15",,2021
DHT,17,Quản lý tài nguyên và môi trường,15.25,Đại học,"B00,C04,D01,D15",,2021
DHT,18,Công tác xã hội,15.00,Đại học,"C00,C19,D01,D14",,2021
DHT,19,Công nghệ kỹ thuật hoá học,15.00,Đại học,"A00,B00,D01,D07",,2021
DHT,20,Hán - Nôm,15.00,Đại học,"C00,C19,D14",,2021
DHT,1,Báo chí,17.00,Đại học,"C00,D01,D15",,2022
DHT,2,Công nghệ thông tin,17.00,Đại học,"A00,A01,D01,D07",,2022
DHT,3,Kỹ thuật phần mềm,16.50,Đại học,"A00,A01,D01,D07",,2022
DHT,4,Truyền thông doanh nghiệp,16.50,Đại học,"C00,D01,D15",,2022
DHT,5,Công nghệ sinh học,16.00,Đại học,"A00,B00,D01,D08",,2022
DHT,6,Kiến trúc,16.00,Đại học,"V00,V01,V02",,2022
DHT,7,Quản trị và phân tích dữ liệu,16.00,Đại học,"A00,A01,D01",,2022
DHT,8,Công tác xã hội,15.50,Đại học,"C00,C19,D01,D14",,2022
DHT,9,Đông phương học,15.50,Đại học,"C00,C19,D01,D14",,2022
DHT,10,Hán - Nôm,15.50,Đại học,"C00,C19,D14",,2022
DHT,11,Lịch sử,15.50,Đại học,"C00,C19,D01,D14",,2022
DHT,12,Văn học,15.50,Đại học,"C00,C19,D14",,2022
DHT,13,Xã hội học,15.50,Đại học,"C00,C19,D01,D14",,2022
DHT,14,Công nghệ kỹ thuật hoá học,15.00,Đại học,"A00,B00,D01,D07",,2022
DHT,15,Điện tử - viễn thông,15.00,Đại học,"A00,A01,D07",,2022
DHT,16,Du lịch sinh thái,15.00,Đại học,"A00,B00,D07,D15",,2022
DHT,17,Hóa học,15.00,Đại học,"A00,B00,D01,D07",,2022
DHT,18,Khoa học môi trường,15.00,Đại học,"A00,B00,D07,D15",,2022
DHT,19,Kỹ thuật cơ sở hạ tầng,15.00,Đại học,"A00,B00,D01,D10",,2022
DHT,20,Kỹ thuật trắc địa – bản đồ,15.00,Đại học,"A00,B00,D01,D10",,2022
DHV,1,Tài chính – Ngân hàng,15.50,Đại học,"A00,C00,C04",,2017
DHV,1,Công nghệ thông tin,14.00,Đại học,"A00,A01,C14,D01",,2018
DHV,2,Kế toán,14.00,Đại học,"C03,C14,D01",,2018
DHV,3,Ngôn ngữ Nhật,14.00,Đại học,"C00,D15,D66",,2018
DHV,4,Ngôn ngữ Anh,14.00,Đại học,"D14,D15,D66",,2018
DHV,5,Ngôn ngữ Trung Quốc,14.00,Đại học,"C00,D01,D04,D15",,2018
DHV,6,Quản trị doanh nghiệp,14.00,Đại học,"A00,C00,C01",,2018
DHV,7,Quản lý bệnh viện,14.00,Đại học,"B03,C01,C02",,2018
DHV,8,Quản trị dịch vụ du lịch và lữ hành,14.00,Đại học,"A01,C00,D01",,2018
DHV,9,Tài chính – Ngân hàng,14.00,Đại học,"A00,C00,C04",,2018
DHV,1,Công nghệ thông tin,14.00,Đại học,"A00,A01,C14,D01",,2019
DHV,2,Kế toán,14.00,Đại học,"C03,C14,D01",,2019
DHV,3,Ngôn ngữ Nhật,14.00,Đại học,"C00,D15,D66",,2019
DHV,4,Ngôn ngữ Anh,14.00,Đại học,"D14,D15,D66",,2019
DHV,5,Ngôn ngữ Trung Quốc,14.00,Đại học,"C00,D01,D04,D15",,2019
DHV,6,Quản trị doanh nghiệp,14.00,Đại học,"A00,C00,C01",,2019
DHV,7,Quản lý bệnh viện,14.00,Đại học,"B03,C01,C02",,2019
DHV,8,Quản trị dịch vụ du lịch và lữ hành,14.00,Đại học,"A01,C00,D01",,2019
DHV,9,Tài chính – Ngân hàng,14.00,Đại học,"A00,C00,C04",,2019
DHV,1,Công nghệ thông tin,15.00,Đại học,"A00,A01,C14,D01",,2021
DHV,2,Kế toán,15.00,Đại học,"C03,C14,D01",,2021
DHV,3,Marketing (dạy bằng tiếng Anh),15.00,Đại học,"A01,C00,C01",,2021
DHV,4,Ngành Luật,15.00,Đại học,"A09,C00,C14",,2021
DHV,5,Ngôn ngữ Nhật,15.00,Đại học,"C00,D15,D66",,2021
DHV,6,Ngôn ngữ Anh,15.00,Đại học,"D14,D15,D66",,2021
DHV,7,Ngôn ngữ Trung Quốc,15.00,Đại học,"C00,D01,D04,D15",,2021
DHV,8,Quản trị doanh nghiệp,15.00,Đại học,"A00,C00,C01",,2021
DHV,9,Quản lý bệnh viện,15.00,Đại học,"B03,C01,C02",,2021
DHV,10,Quản trị dịch vụ du lịch và lữ hành,15.00,Đại học,"A01,C00,D01",,2021
DHV,11,Tài chính – Ngân hàng,15.00,Đại học,"A00,C00,C04",,2021
DHY,1,Y khoa,28.25,Đại học,B00,,2017
DHY,2,Răng- Hàm -Mặt,27.75,Đại học,B00,,2017
DHY,3,Dược học,27.00,Đại học,"A00,B00",,2017
DHY,4,Dược học,27.00,Đại học,A00,,2017
DHY,5,Y học cổ truyền,25.50,Đại học,B00,,2017
DHY,6,Kỹ thuật hình ảnh y học,24.50,Đại học,B03,,2017
DHY,7,Kỹ thuật xét nghiệm y học,24.50,Đại học,B02,,2017
DHY,8,Kỹ thuật hình ảnh y học,24.50,Đại học,B00,,2017
DHY,9,Kỹ thuật xét nghiệm y học,24.50,Đại học,B00,,2017
DHY,10,Điều dưỡng,23.50,Đại học,B00,,2017
DHY,11,Y học dự phòng,22.00,Đại học,B00,,2017
DHY,12,Y tế công cộng,18.00,Đại học,B04,,2017
DHY,13,Y tế công cộng,18.00,Đại học,B00,,2017
DHY,1,Y khoa,23.25,Đại học,B00,,2018
DHY,2,Răng- Hàm -Mặt,22.75,Đại học,B00,,2018
DHY,3,Dược học,20.75,Đại học,"A00,B00",,2018
DHY,4,Dược học,20.75,Đại học,A00,,2018
DHY,5,Y học cổ truyền,20.25,Đại học,B00,,2018
DHY,6,Kỹ thuật xét nghiệm y học,19.25,Đại học,B02,,2018
DHY,7,Kỹ thuật xét nghiệm y học,19.25,Đại học,B00,,2018
DHY,8,Kỹ thuật hình ảnh y học,18.50,Đại học,B03,,2018
DHY,9,Kỹ thuật hình ảnh y học,18.50,Đại học,B00,,2018
DHY,10,Điều dưỡng,18.15,Đại học,B00,,2018
DHY,11,Y học dự phòng,18.15,Đại học,B00,,2018
DHY,12,Y tế công cộng,16.15,Đại học,B04,,2018
DHY,13,Y tế công cộng,16.15,Đại học,B00,,2018
DHY,1,Y khoa,25.00,Đại học,B00,,2019
DHY,2,Răng- Hàm -Mặt,24.70,Đại học,B00,,2019
DHY,3,Dược học,22.75,Đại học,"A00,B00",,2019
DHY,4,Dược học,22.75,Đại học,A00,,2019
DHY,5,Y học cổ truyền,21.75,Đại học,B00,,2019
DHY,6,Kỹ thuật xét nghiệm y học,21.25,Đại học,B02,,2019
DHY,7,Kỹ thuật xét nghiệm y học,21.25,Đại học,B00,,2019
DHY,8,Kỹ thuật hình ảnh y học,20.25,Đại học,B03,,2019
DHY,9,Kỹ thuật hình ảnh y học,20.25,Đại học,B00,,2019
DHY,10,Điều dưỡng,19.25,Đại học,B00,,2019
DHY,11,Y học dự phòng,18.25,Đại học,B00,,2019
DHY,12,Y tế công cộng,16.50,Đại học,B04,,2019
DHY,13,Y tế công cộng,16.50,Đại học,B00,,2019
DHY,1,Y khoa,27.55,Đại học,B00,,2020
DHY,2,Răng- Hàm -Mặt,27.25,Đại học,B00,,2020
DHY,3,Dược học,25.60,Đại học,"A00,B00",,2020
DHY,4,Dược học,25.60,Đại học,A00,,2020
DHY,5,Y học cổ truyền,24.80,Đại học,B00,,2020
DHY,6,Kỹ thuật xét nghiệm y học,24.40,Đại học,B02,,2020
DHY,7,Kỹ thuật xét nghiệm y học,24.40,Đại học,B00,,2020
DHY,8,Kỹ thuật hình ảnh y học,23.45,Đại học,B03,,2020
DHY,9,Kỹ thuật hình ảnh y học,23.45,Đại học,B00,,2020
DHY,10,Hộ sinh,22.50,Đại học,B01,,2020
DHY,11,Hộ sinh,22.50,Đại học,B00,,2020
DHY,12,Y học dự phòng,19.75,Đại học,B00,,2020
DHY,13,Điều dưỡng,19.15,Đại học,B00,,2020
DHY,14,Y tế công cộng,17.15,Đại học,B04,,2020
DHY,15,Y tế công cộng,17.15,Đại học,B00,,2020
DHY,1,Y khoa,27.25,Đại học,B00,,2021
DHY,2,Răng- Hàm -Mặt,26.85,Đại học,B00,,2021
DHY,3,Dược học,24.90,Đại học,"A00,B00",,2021
DHY,4,Y học cổ truyền,24.90,Đại học,B00,,2021
DHY,5,Dược học,24.90,Đại học,A00,,2021
DHY,6,Kỹ thuật xét nghiệm y học,24.50,Đại học,B02,,2021
DHY,7,Kỹ thuật xét nghiệm y học,24.50,Đại học,B00,,2021
DHY,8,Kỹ thuật hình ảnh y học,23.50,Đại học,B03,,2021
DHY,9,Kỹ thuật hình ảnh y học,23.50,Đại học,B00,,2021
DHY,10,Điều dưỡng,21.90,Đại học,B00,,2021
DHY,11,Y học dự phòng,19.50,Đại học,B00,,2021
DHY,12,Hộ sinh,19.05,Đại học,B01,,2021
DHY,13,Hộ sinh,19.05,Đại học,B00,,2021
DHY,14,Y tế công cộng,16.00,Đại học,B04,,2021
DHY,15,Y tế công cộng,16.00,Đại học,B00,,2021
DHY,1,Y khoa,26.40,Đại học,B00,,2022
DHY,2,Răng- Hàm -Mặt,26.20,Đại học,B00,,2022
DHY,3,Dược học,25.10,Đại học,"A00,B00",,2022
DHY,4,Y khoa (có CC Tiếng Anh),24.40,Đại học,B00,,2022
DHY,5,Y học cổ truyền,21.00,Đại học,B00,,2022
DHY,6,Kỹ thuật xét nghiệm y học,19.50,Đại học,B02,,2022
DHY,7,Điều dưỡng,19.00,Đại học,B00,,2022
DHY,8,Hộ sinh,19.00,Đại học,B01,,2022
DHY,9,Kỹ thuật hình ảnh y học,19.00,Đại học,B03,,2022
DHY,10,Y học dự phòng,19.00,Đại học,B00,,2022
DHY,11,Y tế công cộng,16.00,Đại học,B04,,2022
DKB,1,"Công nghệ kỹ thuật điện, điện tử",15.00,Đại học,"A00,A01,C01,D07",,2016
DKB,2,Công nghệ thông tin,15.00,Đại học,"A00,A01,C01,D07",,2016
DKB,3,Kế toán,15.00,Đại học,"A00,A01,C03,D01",,2016
DKB,4,Quản trị văn phòng,15.00,Đại học,"A00,A01,C03,D01",,2016
DKB,5,Quản trị doanh nghiệp,15.00,Đại học,"A00,A01,C03,D01",,2016
DKB,6,Tài chính – Ngân hàng,15.00,Đại học,"A00,A01,C03,D01",,2016
DKB,7,Công nghệ thông tin,15.00,Đại học,"A00,A01,C01",,2016
DKB,8,"Công nghệ kỹ thuật điện, điện tử",15.00,Đại học,"A00,A01,C01",,2016
DKB,9,Kỹ thuật xây dựng công trình giao thông,15.00,Đại học,"A00,A01,C01",,2016
DKB,1,"Công nghệ kỹ thuật điện, điện tử",15.50,Đại học,"A00,A01,C01,D07",,2017
DKB,2,Công nghệ thông tin,15.50,Đại học,"A00,A01,C01,D07",,2017
DKB,3,Kế toán,15.50,Đại học,"A00,A01,C03,D01",,2017
DKB,4,Quản trị văn phòng,15.50,Đại học,"A00,A01,C03,D01",,2017
DKB,5,Quản trị doanh nghiệp,15.50,Đại học,"A00,A01,C03,D01",,2017
DKB,6,Tài chính – Ngân hàng,15.50,Đại học,"A00,A01,C03,D01",,2017
DKB,7,Công nghệ thông tin,15.50,Đại học,"A00,A01,C01",,2017
DKB,8,"Công nghệ kỹ thuật điện, điện tử",15.50,Đại học,"A00,A01,C01",,2017
DKB,9,Kỹ thuật xây dựng công trình giao thông,15.50,Đại học,"A00,A01,C01",,2017
DKB,1,"Công nghệ kỹ thuật điện, điện tử",14.00,Đại học,"A00,A01,C01,D07",,2018
DKB,2,Công nghệ thông tin,14.00,Đại học,"A00,A01,C01,D07",,2018
DKB,3,Kế toán,14.00,Đại học,"A00,A01,C03,D01",,2018
DKB,4,Quản trị văn phòng,14.00,Đại học,"A00,A01,C03,D01",,2018
DKB,5,Quản trị doanh nghiệp,14.00,Đại học,"A00,A01,C03,D01",,2018
DKB,6,Tài chính – Ngân hàng,14.00,Đại học,"A00,A01,C03,D01",,2018
DKB,7,Công nghệ thông tin,14.00,Đại học,"A00,A01,C01",,2018
DKB,8,"Công nghệ kỹ thuật điện, điện tử",14.00,Đại học,"A00,A01,C01",,2018
DKB,9,Kỹ thuật xây dựng công trình giao thông,14.00,Đại học,"A00,A01,C01",,2018
DKB,1,Dược học,20.00,Đại học,"A00,A02,B00,D07",,2019
DKB,2,"Công nghệ kỹ thuật điện, điện tử",14.00,Đại học,"A00,A01,C01,D07",,2019
DKB,3,Công nghệ thông tin,14.00,Đại học,"A00,A01,C01,D07",,2019
DKB,4,Kế toán,14.00,Đại học,"A00,A01,C03,D01",,2019
DKB,5,Quản trị văn phòng,14.00,Đại học,"A00,A01,C03,D01",,2019
DKB,6,Quản trị doanh nghiệp,14.00,Đại học,"A00,A01,C03,D01",,2019
DKB,7,Tài chính – Ngân hàng,14.00,Đại học,"A00,A01,C03,D01",,2019
DKB,8,Công nghệ thông tin,14.00,Đại học,"A00,A01,C01",,2019
DKB,9,"Công nghệ kỹ thuật điện, điện tử",14.00,Đại học,"A00,A01,C01",,2019
DKB,10,Kỹ thuật xây dựng công trình giao thông,14.00,Đại học,"A00,A01,C01",,2019
DKB,1,Dược học,21.00,Đại học,"A00,A02,B00,D07",,2021
DKB,2,"Công nghệ kỹ thuật điện, điện tử",14.00,Đại học,"A00,A01,C01,D07",,2021
DKB,3,Công nghệ thông tin,14.00,Đại học,"A00,A01,C01,D07",,2021
DKB,4,Kế toán,14.00,Đại học,"A00,A01,C03,D01",,2021
DKB,5,Marketing (dạy bằng tiếng Anh),14.00,Đại học,"A00,A01,C03,D01",,2021
DKB,6,Quản trị văn phòng,14.00,Đại học,"A00,A01,C03,D01",,2021
DKB,7,Quản trị doanh nghiệp,14.00,Đại học,"A00,A01,C03,D01",,2021
DKB,8,Tài chính – Ngân hàng,14.00,Đại học,"A00,A01,C03,D01",,2021
DKB,9,Công nghệ thông tin,14.00,Đại học,"A00,A01,C01",,2021
DKB,10,"Công nghệ kỹ thuật điện, điện tử",14.00,Đại học,"A00,A01,C01",,2021
DKB,11,Kỹ thuật xây dựng công trình giao thông,14.00,Đại học,"A00,A01,C01",,2021
DKB,1,Dược học,21.00,Đại học,"A00,A02,B00,D07",,2022
DKB,2,"Công nghệ kỹ thuật điện, điện tử",14.00,Đại học,"A00,A01,C01,D07",,2022
DKB,3,Công nghệ kỹ thuật ô tô,14.00,Đại học,"A00,A01,C01,D07",,2022
DKB,4,Công nghệ thông tin,14.00,Đại học,"A00,A01,C01,D07",,2022
DKB,5,Kế toán,14.00,Đại học,"A00,A01,C03,D01",,2022
DKB,6,Logistics và Quản lý chuỗi cung ứng,14.00,Đại học,"A00,A01,C01,D01",,2022
DKB,7,Marketing (dạy bằng tiếng Anh),14.00,Đại học,"A00,A01,C03,D01",,2022
DKB,8,Ngôn ngữ Hàn Quốc,14.00,Đại học,"A01,C00,D01,D15",,2022
DKB,9,Ngôn ngữ Anh,14.00,Đại học,"D01,D08,D10,D15",,2022
DKB,10,Quản trị văn phòng,14.00,Đại học,"A00,A01,C03,D01",,2022
DKB,11,Quan hệ công chúng,14.00,Đại học,"A00,A01,C00,D01",,2022
DKB,12,Quản trị nhà hàng và dịch vụ ăn uống,14.00,Đại học,"A00,A01,C00,D01",,2022
DKB,13,Quản trị doanh nghiệp,14.00,Đại học,"A00,A01,C03,D01",,2022
DKB,14,Tài chính – Ngân hàng,14.00,Đại học,"A00,A01,C03,D01",,2022
DKC,1,Marketing (dạy bằng tiếng Anh),21.00,Đại học,"A00,A01,C00,D01",,2017
DKC,2,Ngôn ngữ Anh,20.00,Đại học,"A01,D01,D14,D15",,2017
DKC,3,Công nghệ thông tin,19.00,Đại học,"A00,A01,C01,D01",,2017
DKC,4,Quản trị khách sạn,19.00,Đại học,"A00,A01,C00,D01",,2017
DKC,5,Quản trị doanh nghiệp,19.00,Đại học,"A00,A01,C00,D01",,2017
DKC,6,Quản trị dịch vụ du lịch và lữ hành,18.50,Đại học,"A00,A01,C00,D01",,2017
DKC,7,Quản trị nhà hàng và dịch vụ ăn uống,18.50,Đại học,"A00,A01,C00,D01",,2017
DKC,8,Công nghệ kỹ thuật ô tô,18.00,Đại học,"A00,A01,C01,D01",,2017
DKC,9,Dược học,18.00,Đại học,"A00,B00,C08,D07",,2017
DKC,10,Đông phương học,17.50,Đại học,"A01,C00,D01,D15",,2017
DKC,11,Luật kinh tế,17.50,Đại học,"A00,A01,C00,D01",,2017
DKC,12,Công nghệ sinh học,17.00,Đại học,"A00,B00,C08,D07",,2017
DKC,13,Công nghệ thực phẩm,17.00,Đại học,"A00,B00,C08,D07",,2017
DKC,14,Kế toán,17.00,Đại học,"A00,A01,C01,D01",,2017
DKC,15,Tài chính – Ngân hàng,17.00,Đại học,"A00,A01,C01,D01",,2017
DKC,16,Tâm lý học,17.00,Đại học,"A00,A01,C00,D01",,2017
DKC,17,Truyền thông đa phương tiện,17.00,Đại học,"A01,C00,D01,D15",,2017
DKC,18,Thiết kế thời trang,16.50,Đại học,"A00,D01,H01,V00",,2017
DKC,19,Thiết kế thời trang,16.50,Đại học,"H01,H02,H06,V00",,2017
DKC,20,Thiết kế đồ họa,16.25,Đại học,"A00,D01,H01,V00",,2017
DKC,1,Marketing (dạy bằng tiếng Anh),20.00,Đại học,"A00,A01,C00,D01",,2018
DKC,2,Ngành Kinh doanh quốc tế,19.00,Đại học,"A00,A01,C00,D01",,2018
DKC,3,Dược học,18.00,Đại học,"A00,B00,C08,D07",,2018
DKC,4,Công nghệ thông tin,17.00,Đại học,"A00,A01,C01,D01",,2018
DKC,5,Quản trị khách sạn,17.00,Đại học,"A00,A01,C00,D01",,2018
DKC,6,Quản trị doanh nghiệp,17.00,Đại học,"A00,A01,C00,D01",,2018
DKC,7,An toàn thông tin,16.00,Đại học,"A00,A01,C01,D01",,2018
DKC,8,Công nghệ sinh học,16.00,Đại học,"A00,B00,C08,D07",,2018
DKC,9,Công nghệ may,16.00,Đại học,"A00,A01,C01,D01",,2018
DKC,10,Công nghệ thực phẩm,16.00,Đại học,"A00,B00,C08,D07",,2018
DKC,11,Công nghệ kỹ thuật ô tô,16.00,Đại học,"A00,A01,C01,D01",,2018
DKC,12,Đông phương học,16.00,Đại học,"A01,C00,D01,D15",,2018
DKC,13,Hệ thống thông tin,16.00,Đại học,"A00,A01,C01,D01",,2018
DKC,14,Kế toán,16.00,Đại học,"A00,A01,C01,D01",,2018
DKC,15,Kiến trúc,16.00,Đại học,"A00,D01,H01,V00",,2018
DKC,16,Kỹ thuật điện,16.00,Đại học,"A00,A01,C01,D01",,2018
DKC,17,Kỹ thuật xây dựng,16.00,Đại học,"A00,A01,C01,D01",,2018
DKC,18,Kỹ thuật cơ điện tử,16.00,Đại học,"A00,A01,C01,D01",,2018
DKC,19,Kỹ thuật y sinh,16.00,Đại học,"A00,A01,C01,D01",,2018
DKC,20,Kỹ thuật cơ khí,16.00,Đại học,"A00,A01,C01,D01",,2018
DKC,1,Dược học,22.00,Đại học,"A00,B00,C08,D07",,2019
